;cleaned_tweet;polarity;sentimen;;;;;;;;;;;;;;
4309;ngurahary27 idextratime ronaldo tidak mampu dapat piala dunia masuk 8 besar sudah jadi capai bgus untk portugal belum mereka bisa dapat capai besar ketika tahun 2006 juara 4 dan tahun 1996 juara 3 lain bagai cmn di 16 besr bhkn tidak lolos fase grup;-0,08;-1;;;;;;;;;;;;;;
4310;alas pilih halo iya karena sudah auto langgan vidio buat nonton piala dunia getyourhaloplus;-0,4;-1;;;;;;;;;;;;;;
4311;messinisme triwantororudi idextratime ngak perlu jauh yang juara kroasia saja negara baru yang masuk piala dunia 7 tahun telah merdeka bisa masuk saing dengan negara2 yang pernah juara kroasia tanpa main hebat seperti cr7 tapi sudah capai final piala dunia;0,227272727;1;;;;;;;;;;;;;;
4312;top 3 berita bola parade juara piala dunia 2022 henti lebih awal main argentina angkut helikopter;0,116666667;1;;;;;;;;;;;;;;
4313;waktu itu nonton piala dunia tanpa khawatir karena pakai halo getyourhaloplus;0;0;;;;;;;;;;;;;;
4314;nonton piala dunia bisa di vidio sekarang jadi plus banget idup saya pas sudah pakai halo getyourhaloplus;0;0;;;;;;;;;;;;;;
4315;bisht yang kena lionel messi di final piala dunia 2022 terus jadi fenomena bahkan ada yang rela bel rp 15 5 miliar juaraboladunia;0,125;1;;;;;;;;;;;;;;
4316;halo bikin aku semangat nonton piala dunia berkat langgan otomatis nya ke vidio getyourhaloplus;0,4;1;;;;;;;;;;;;;;
4317;besok liverpool vs man city bukti siapa yang bakal lebih gacor telah istirahat piala dunia salah or haaland;0;0;;;;;;;;;;;;;;
4318;halo bikin aku semangat nonton piala dunia berkat langgan otomatis nya ke vidio getyourhaloplus;0,4;1;;;;;;;;;;;;;;
4319;pakai halo sudah paling benar sih apalagi pas kemarin ada piala dunia bisa nonton di vidio getyourhaloplus;0,25;1;;;;;;;;;;;;;;
4320;nonton piala dunia full dihp karena langgan vidio sejak pakai halo getyourhaloplus;0,35;1;;;;;;;;;;;;;;
4321;pakai halo emang banyak banget manfaat salah satu bisa nonton piala dunia di vidio dong getyourhaloplus;0,5;1;;;;;;;;;;;;;;
4322;lionel messi kabar masuk daftar timbang lambang mata uang argentina telah sukses antar lah albiceleste juara piala dunia 2022 mgtradio mgtsport mgtplay;0,75;1;;;;;;;;;;;;;;
4323;nonton piala dunia bisa di vidio sekarang jadi plus banget idup saya pas sudah pakai halo getyourhaloplus;0;0;;;;;;;;;;;;;;
4324;alas pilih halo iya karena sudah auto langgan vidio buat nonton piala dunia getyourhaloplus;-0,4;-1;;;;;;;;;;;;;;
4325;neng jadi plus plus telah pakai halo bisa nonton piala dunia di vidio lancar ngengggg makanya getyourhaloplus;-0,4;-1;;;;;;;;;;;;;;
4326;sekarang hidup tentram sejak pakai halo nonton piala dunia di video seru banget dong buru ganti pakai halo getyourhaloplus karena masih banyak lagi kejut dari halo;0,41;1;;;;;;;;;;;;;;
4327;paling neng dari pindah ke halo itu saya bisa nonton tayang piala dunia puas di vidio manteb kan getyourhaloplus;0,428571429;1;;;;;;;;;;;;;;
4329;waktu kemarin nonton piala dunia beli premium di aplikasi halo murahh murah bngt mana dapat poin telkomsel tambah untuk yang baru join getyourhaloplus;0,312121212;1;;;;;;;;;;;;;;
4330;yeayy akhir bisa rasa paket internet 100ribuan dan nikmat nonton piala dunia di vidio karena pakai halo getyourhaloplus;0,4;1;;;;;;;;;;;;;;
4331;semenjak pakai halo jadi asa banget nonton piala dunia di vidio makanya getyourhaloplus;0,2;1;;;;;;;;;;;;;;
4332;mau cerita kalau saya lagi neng telah pakai halo kenapa karena saya bisa nonton piala dunia di video makanya getyourhaloplus deh ga ada yang lain;0,0625;1;;;;;;;;;;;;;;
4333;bahagia banget bisa nonton piala dunia di vidio semenjak join halo jadi banyak untung ini mulai internetan 100ribuan saja getyourhaloplus;0,666666667;1;;;;;;;;;;;;;;
4334;kalau kalian suka langgan aplikasi premium tapi gamau repot lebih baik pakai halo kaya aku saja deh jadi bisa nonton piala dunia di vidio getyourhaloplus;0;0;;;;;;;;;;;;;;
4335;mantap deh sekarang alih ke pakai halo bisa nonton piala dunia di video anti lag lagi getyourhaloplus mantul;0,8;1;;;;;;;;;;;;;;
4336;berkat halo nonton piala dunia jadi lancar jaya getyourhaloplus;0,3;1;;;;;;;;;;;;;;
4337;telah pakai halo paling asa banget tuh bisa banget nonton piala dunia di vidio getyourhaloplus;0,35;1;;;;;;;;;;;;;;
4338;dalam laga pamungkas ini timnas argentina hasil kalah timnas prancis dalam adu penalti dengan skor 4 2 dengan tambah 6 gol penalti sebut maka telah cipta 172 gol dari 64 tanding di piala dunia 2022 worldcup pialadunia2022 argentina leomessi sepakbola;0;0;;;;;;;;;;;;;;
4339;idextratime timnas wanita jepang emang pernah juara piala dunia 2011 di jerman waktu itu ngalahin usa lewat adu penalti eh pas piala dunia 2015 di kanada jepang ketemu usa lagi di final bahkan bantai 5 2;0;0;;;;;;;;;;;;;;
4340;rezeki piala dunia deh dapat kini nanti rezeki aff tanya2 jersey fast respon di wa 088802108717 yang mau go send juga bisa kontak wa iya;0,066666667;1;;;;;;;;;;;;;;
4341;salt bae juru masak asal turki ikut pegang trofi piala dunia bareng messi dan skuad argentina jadi polemik;0;0;;;;;;;;;;;;;;
4342;eevnxxxxxx sepertisalju thoriq udinson gdmn77 idextratime engga lah tapi minimal punya 3 piala dunia saja gak harus turut turut;-0,3;-1;;;;;;;;;;;;;;
4343;idextratime cristiano ronaldo eks man utd daftar bagai kitman argentina pada world cup qatar 2022 yang arti dia resmi milik medali piala dunia dan hak raya sama squad argentina hal yang tidak cerita di media sumber all time ronaldo;0;0;;;;;;;;;;;;;;
4344;presiden fifa gianni infantino ingin gelar piala dunia tiap 3 tahun sekali;0,2;1;;;;;;;;;;;;;;
4345;misal piala dunia 2026 nanti cr masih main dan bisa bawa portugal juara iya status dia juga sama seperti messi sekarang ini jadi untuk bang dodo lovers sabar aje gausah misuh misuh doain aje jago kalian bisa juara dunia juga kalau gabisa ya sudah arti nasib kamu jelek;0;0;;;;;;;;;;;;;;
4346;deret main mu yang paling sering tampil di piala dunia 20221;0,5;1;;;;;;;;;;;;;;
4347;5 gelar juara lionel messi sama timnas argentina piala dunia 2022 te via youtube;0;0;;;;;;;;;;;;;;
4348;pemain2 mu makin gila habis piala dunia saya yakin bisa juara ini;0,233333333;1;;;;;;;;;;;;;;
4349;perkara piala dunia jam tidur beranta ngajar pagi pun minggu ini lewat terus hadehh;0;0;;;;;;;;;;;;;;
4350;alhamdulillah berkah euforia piala dunia;0;0;;;;;;;;;;;;;;
4351;cristiano time7 idextratime coba dong share piala dunia ronaldo kamu saya ken tahu ini;0;0;;;;;;;;;;;;;;
4352;piala dunia 2022 resmi akhir banyak tampil epik dari para legend sepakbola yang sayang untuk lewat sampai jumpa di piala dunia 2026 tanpa mereka 77577sports 77577sports pestabola pildun pestabola2022 pialadunia2026 pildun2022 infopildun pestaboladunia;0,166666667;1;;;;;;;;;;;;;;
4353;bank sentral republik argentina saat ini sedang timbang wajah lionel messi untuk muncul di mata uang peso usai hasil jadi juara piala dunia 2022 messi argentina;0;0;;;;;;;;;;;;;;
4354;sing ketok cocok ngangkat piala dunia ki cen brasil liyane ra match karo werno jerseyne;0,55;1;;;;;;;;;;;;;;
4355;10 momen tidak lupa di lapang lama piala dunia 2022;0,1;1;;;;;;;;;;;;;;
4356;hermawan devina isi main tua gagal lolos piala dunia;-0,016666667;-1;;;;;;;;;;;;;;
4357;turut pak erickthohir qatar dapat jadi contoh selenggara piala dunia yang sukses salah satu tolok ukur sukses tsb adalah mampu qatar dalam saji pesta olahraga yang riah sekaligus kenal indah budaya islami lewat sepak bola bangkitbersamaet;0,525;1;;;;;;;;;;;;;;
4358;argentina siap muncul wajah lionel messi di lembar uang iring sukses di piala dunia 2022 via tribunnews;0,475;1;;;;;;;;;;;;;;
4359;laga final piala dunia 2022 argentina kontra prancis terlalu manis untuk lupa kengototan messi gemilang mbappe untung dybala sial coman dan menyebalkan emiliano martinez;-0,15;-1;;;;;;;;;;;;;;
4360;piala dunia kounde antarq juara dan krisis ekonomi dengar episode baru karena ada segment baru ini;0,157575758;1;;;;;;;;;;;;;;
4361;tampil cemerlang di piala dunia 2022 real madrid siap dana fantastis untuk kylian mbappe;0,425;1;;;;;;;;;;;;;;
4362;idextratime cak tnyak ronaldo penting mana tropi dia yang sekarang apa juara piala dunia;0,4;1;;;;;;;;;;;;;;
4363;idextratime ronaldo juaraa piala dunia coyy;0;0;;;;;;;;;;;;;;
4364;deret gelandang mahal prancis di piala dunia 2022;-0,25;-1;;;;;;;;;;;;;;
4365;otongkoil mintak semprot pain killer sisa piala dunia kemarin;0;0;;;;;;;;;;;;;;
4366;geser lagi ke kampung dibu martinez mar del plata kota yang selalu viral karena selebrasi luar biasa saat nonton bareng tanding argentina di piala dunia 2022 mereka kirim ucap terima kasih dengan tempel pesan langsung ke rumah dibu;0,211111111;1;;;;;;;;;;;;;;
4367;parade menang yang laku timnas argentina usai juara piala dunia 2022 mesti makan korban orang fans kabar tinggal dunia saat parade langsung di jalan buenos aires;0,025;1;;;;;;;;;;;;;;
4368;harap lolos pppk ibarat harap indonesia juara piala dunia;0,8;1;;;;;;;;;;;;;;
4369;kirasaaa idextratime yang bikin berita pasti amat sepakbola dari piala dunia 1930;0,2;1;;;;;;;;;;;;;;
4370;franco armani sambut dengan spanduk tema diri bagai menang copa libertadores dan piala dunia lokasi ada masih satu provinsi dengan messi dari kota casilda santa fe argentina;0,25;1;;;;;;;;;;;;;;
4371;bicara antara messi dan psg henti sementara saat messi fokus pada piala dunia namun jurnalis fabrizio romano sekarang lapor bahwa dua belah pihak telah capai sepakat lisan;0;0;;;;;;;;;;;;;;
4372;piala dunia sudah selesai;0;0;;;;;;;;;;;;;;
4373;labiebsadat pramuajiajay iya kalau sisa menang sampai juara apa yang aib pffft kamu masih ngebahas kalah sama tim kecil padahal yang kamu bahas sudah juara piala dunia dieven yang sama rangin tolol coba;0,083333333;1;;;;;;;;;;;;;;
4374;idextratime psg spesialis piala dunia untuk champions berat;-0,2;-1;;;;;;;;;;;;;;
4375;rashford cetak gol cantik mu di carabao cup obat gagal di piala dunia burnley carabaocup manchesterunited marcusrashford;0,175;1;;;;;;;;;;;;;;
4376;jangan cari mas mas portugal yang ga menang piala dunia hahahahaha;0,5;1;;;;;;;;;;;;;;
4377;maharjansajan sekalipun gagal di piala dunia qatar ronaldo tetap pantas hormat bagai sepak bola hebat yang pernah ada 5 ballon di or rupa bukti nyata bahwa ronaldo adalah salah satu sepak bola baik di jaga ini;0,3;1;;;;;;;;;;;;;;
4378;ngomong-ngomong apa cuma w yang ga peduli siapa yang menang piala dunia hahahahaha;0,1;1;;;;;;;;;;;;;;
4379;parade sambut juara piala dunia di jerman yang super keren;-0,125;-1;;;;;;;;;;;;;;
4380;hanya pele lionel messi dan ronaldo nazario yang punya kontribusi gol lebih banyak dari kylian mbappe 24 tahun di fase knockout piala dunia jangan cari yang ga ada thepopfoot;0,25;1;;;;;;;;;;;;;;
4381;penerbitfandom itu bukan karet ban itu chif yang disetting olah pipa untuk piala dunia dan tehubung ke bandar toto gelap;-0,15;-1;;;;;;;;;;;;;;
4382;sukses bawa argentina juara piala dunia messi bakal jadi lambang mata uang peso argentina juaradunia leonelmessi pialadunia2022;0,75;1;;;;;;;;;;;;;;
4383;sampah yang hasil dari piala dunia 2022 pilah jadi sampah organik plastik logam kardus dan elektronik sampah yang sisa akan kirim ke pusat kelola sampah padat domestik menteri kota untuk olah lebih lanjut jadi energi;-0,1;-1;;;;;;;;;;;;;;
4384;nonton bareng piala dunia qatar desember 2022 di kemang jakarta selatan lewat youtube nobarpialadunia fifaworldcup2022 qatar jakartaselatan;0;0;;;;;;;;;;;;;;
4385;qatar ingin wujud piala dunia yang ramah lingkung sebagai informasi di doha ada tempat khusus untuk mem sampah yang nama transfer station;0,310714286;1;;;;;;;;;;;;;;
4386;bukan cuma fans argentina saja yang punya good news karena tim dukung menang tapi dari sektor sampah juga ada ini qatar bagai selenggara piala dunia 2022 umum bahwa mereka sudah daur ulang 49 sampah yang ada;0,35;1;;;;;;;;;;;;;;
4387;pulang kampung pasca menang argentina kemarin main dan latih argentina pulang ke kota lahir mereka sambut bak pahlawan bagai akamsi yang juara piala dunia pertama lionel scaloni kembali ke kota pujato provinsi santa fe;0,516666667;1;;;;;;;;;;;;;;
4388;49 limbah piala dunia di qatar sudah daur ulang loh a thread;-0,2;-1;;;;;;;;;;;;;;
4389;dengar dj el don langsung ingat vibesnya piala dunia astaga tidak bisa;0;0;;;;;;;;;;;;;;
4390;badguyy chunli kasepakuda4 idextratime kocak di umur segitu sudah punya koleksi piala dunia messi baru skrng itu saja susah payah ketemu mbappe dan kawan-kawan;0,045454545;1;;;;;;;;;;;;;;
4391;pak oke1 infoazzurri concacafid seperti lansir cnn indonesia bahwa piala dunia 2026 ikut 48 tim dari 12 grup;0;0;;;;;;;;;;;;;;
4392;beinsportsid nyata untuk jadi juara piala dunia tidak perlu main di liga inggris;0,1;1;;;;;;;;;;;;;;
4393;idextratime surprisingly sepakbola wanita di amerika punya 4 gelar piala dunia jumlah yang sama kayak yang pernah dimenangin sama tim sepakbola pria jerman padahal sepakbola bukan jadi olahraga utama di negara itu;0,173333333;1;;;;;;;;;;;;;;
4394;idextratime di antara negara2 yang ada di gambar hanya jerman amerika serikat jepang dan norwegia yang timnas wanita pernah juara piala dunia;0;0;;;;;;;;;;;;;;
4395;kucingbijaksini rusydmzlnd juanbudiman pekat bodoh kamu ini under fifa banyak je malaysia compete friendly kelas a layak piala dunia layak piala asia tu semua under kalendar fifa kesi khuzaime tidak pasal kelab tanggung kalau dia longterm injury padahal baru sign;0,081666667;1;;;;;;;;;;;;;;
4396;yah kan piala dunia baik siapa bisa ikut ngangkat;0,7;1;;;;;;;;;;;;;;
4397;fifa telah umum bahwa piala dunia 2026 akan langsung di tiga negara beda ada negara mana saja;-0,066666667;-1;;;;;;;;;;;;;;
4398;usai piala dunia lionel messi tuju kontrak baru dengan paris saint germain;0,136363636;1;;;;;;;;;;;;;;
4399;saat jeda babak pertama final piala dunia ruang ganti timnas prancis cekam deschamps dan mbappe murka argentina deschampsm finalpialadunia2022 kylianmbappe;0,005;1;;;;;;;;;;;;;;
4400;foto raya piala dunia lionel messi di instagram dapat like banyak di dunia;0;0;;;;;;;;;;;;;;
4401;liverpool dalam trend positif belum piala dunia 2022 mulai hal itu ingin si merah lanjut saat hadap manchester city;0,113636364;1;;;;;;;;;;;;;;
4402;tampil moncer sama timnas argentina di piala dunia 2022 alexis mac allister jadi rebut arsenal dan atletico madrid baca lengkap korantalk fifaworldcup realmadrid arsenal;0,1;1;;;;;;;;;;;;;;
4403;liverpool dalam trend positif belum piala dunia 2022 mulai hal itu ingin si merah lanjut saat hadap manchester city;0,113636364;1;;;;;;;;;;;;;;
4404;recap cerita malam 21 12 22 lebih 40 000 rakyat tarung nyawa mb pas terengganu cuti ke new zealand orang maut dalam sambut piala dunia di argentina;0,318181818;1;;;;;;;;;;;;;;
4405;percaya baik itu fanbase fanatik cristiano atau messi itu sama sama jengkelin banget kan yang sekarang jadi banyak bicara itu laku aneh fans cristiano di tiktok telah messi juara piala dunia yakan kalau situasiny puter yakin sama ajaaa;-0,016326531;-1;;;;;;;;;;;;;;
4406;usai helat akbar piala dunia beberapa negara alami ubah peringkat acu dari performa mereka di qatar kemarin jago kalian ada di peringkat berapa morethanjustagame fifaworldcup;0,533333333;1;;;;;;;;;;;;;;
4407;sekarang kontra sama gesture aguero dan emiliano martinez raya juara piala dunia argentina langsung dapat cap fans cristiano;0;0;;;;;;;;;;;;;;
4408;juara piala dunia 2022 bintang real madrid ton kroos akhir aku hebat lionel messi;0,5;1;;;;;;;;;;;;;;
4409;dunia ikut sukaria ketika lionel messi akhir bisa menang trofi piala dunia pertama leomessi messi;0,35;1;;;;;;;;;;;;;;
4410;dua fans argentina di ntt temu tewas pada senin 19 12 din hari dua duga tewas saat raya menang argentina di final piala dunia 2022;-0,1;-1;;;;;;;;;;;;;;
4411;the redsindo broadcastbola kaya gitu itu main dari negara yang masuk 16 piala dunia;0;0;;;;;;;;;;;;;;
4412;lionel messi lapor ingin pamer trofi piala dunia di hadap dukung psg kumparanbola;0;0;;;;;;;;;;;;;;
4413;faktasepakbola baru menang piala dunia saja sudah sok sok kasi motivasi;0,045454545;1;;;;;;;;;;;;;;
4414;dua fans argentina di ntt temu tewas pada senin 19 12 din hari dua duga tewas saat raya menang argentina di final piala dunia 2022;-0,1;-1;;;;;;;;;;;;;;
4415;lionel messi tidur sama trofi piala dunia;0;0;;;;;;;;;;;;;;
4416;kalau barcelona jatuh ke liga 2 spanyol messi bakal bantu tidak tuh sampai bisa naik kasta lagi del piero jangan tanya pasca piala dunia 2006 del piero rela masih seragam bianconeri untuk bantu klub cinta juventus laga di serie b sama buffon nedved cs;0,1875;1;;;;;;;;;;;;;;
4417;idextratime pada gak tahu saja kalau messi itu reinkarnasi ashura dan ronaldo itu reinkarnasi indra piala dunia kemarin itu benar genjutsu nya madara sih;0,35;1;;;;;;;;;;;;;;
4418;rahpequeno stadiuvm cristiano time7 idextratime maksud saya belum cristiano main di portugal portugal cuma baru 3 kali ikut piala dunia makanya baca yang benar;-0,15625;-1;;;;;;;;;;;;;;
4419;informasi ronaldo7 idextratime fabrizioromano ronaldo saja pecat wkwk indah trophy piala dunia wkwk;0,85;1;;;;;;;;;;;;;;
4420;kucingbijaksini juanbudiman no point jdt hanya mahu terus ada di high class so main hanya lepas di match yang penting sahaja match yang ada value tinggi mcm layak piala dunia atau pun piala asia sahaja even kalau menang friendly dalam kalender pun masih dapat point lagi banyak dari menang aff;0,285694444;1;;;;;;;;;;;;;;
4421;siaranbolalive eropa dengan 12 piala dan amerika selatan dengan 10 piala kapan asia atau afrika bisa tidak masuk final piala dunia iya masih tinggal banget kaya sama 2 benua sepakbola itu;0,1625;1;;;;;;;;;;;;;;
4422;euforia piala dunia 2022 qatar kalah di bully menang di bilang settingan yang menang argentina messi yang kalah prancis mbappe yang nang dodo yang panas fans dodo messi fifaworldcup;0,433333333;1;;;;;;;;;;;;;;
4423;jika messi pensiun begini tampak starting xi argentina di piala dunia 2026;0;0;;;;;;;;;;;;;;
4424;mantan striker italia giuseppe rossi kritik koki kenal salt bae karena ikut angkat trofi piala dunia milik argentina di lapang fifaworldcup;0;0;;;;;;;;;;;;;;
4425;idextratime bisa jadi bahan penilitian ini kondisi mental fans bang dodo pada fase sangkal denial akibat gagal portugal di piala dunia;-0,180555556;-1;;;;;;;;;;;;;;
4426;foto messi angkat trofi piala dunia pecah rekor likes instagram banyak panjang masa;0,016666667;1;;;;;;;;;;;;;;
4427;jam tayang final piala dunia 2018 prancis vs kroasia dasar zona waktu 15 juli 2018 utc 11 04 00 utc 10 05 00 utc 9 30 05 30 utc 9 06 00 utc 8 07 00 utc 7 08 00 utc 6 09 00 utc 5 10 00 utc 4 11 00 utc 3 12 00 utc 2 30 12 30 utc 2 13 00 utc 1 14 00 utc 15 00 utc 1 16 00;0;0;;;;;;;;;;;;;;
4428;hermawan devina isi rasa malu dan rasa iri karena ga lolos piala dunia;0;0;;;;;;;;;;;;;;
4429;telah dukung negara orang di piala dunia waktu dukung negara sendiri di piala aff;0,425;1;;;;;;;;;;;;;;
4430;telah tampil ledak ledak sama timnas inggris pada piala dunia qatar 2022 rashford bawa tampil eksplosif kembali ke mu olahraga adadikompas;0;0;;;;;;;;;;;;;;
4431;jam tayang final piala dunia 2014 jerman vs argentina dasar zona waktu 13 juli 2014 utc 11 08 00 utc 10 09 00 utc 9 30 09 30 utc 9 10 00 utc 8 11 00 utc 7 12 00 utc 6 13 00 utc 5 14 00 utc 4 30 14 30 utc 4 15 00 utc 3 16 00 utc 2 30 16 30 utc 2 17 00 utc 1 18 00 utc 19 00;0;0;;;;;;;;;;;;;;
4432;berita pilih marcus rashford klaim makin ganas casemiro jadi bek tengah lawan burnley alexis mac allister buru klub top slot gacor football pialadunia mufc sbobet slot;0,25;1;;;;;;;;;;;;;;
4433;kena saat angkat trofi juara piala dunia 2022 jubah hitam lionel messi tawar rp15 5 miliar;0;0;;;;;;;;;;;;;;
4434;messi kan main bola suka kak bolang iya nah ini yang nanyain kak bolang telah piala dunia kemarin he;0;0;;;;;;;;;;;;;;
4435;idextratime apa ini berpengaruh atau strategi mereka buat nakikin mata uang peso argentina kalau iya turut uang lembar edisi finalisima ini akan jadi coba kemudian akan keluar yang paling tinggi nilai dengan latar belakang piala dunia;0;0;;;;;;;;;;;;;;
4436;berita pilih marcus rashford klaim makin ganas casemiro jadi bek tengah lawan burnley alexis mac allister buru klub top slot gacor football pialadunia mufc sbobet slot;0,25;1;;;;;;;;;;;;;;
4437;orang orang pada kasi lihat mbappe sedih depan trofi piala dunia karena jadi runner up mereka lupa edisi belum apa iya;-0,5;-1;;;;;;;;;;;;;;
4438;pengaruh piala dunia hadap ekonomi negara;0;0;;;;;;;;;;;;;;
4439;bin ozai awtadwin idextratime bukan standar saya piala dunia sudah paling tinggi mau ngejar gmn lagi ronaldo sampai mewek saudara laki-laki;0;0;;;;;;;;;;;;;;
4440;telah tampil ledak ledak sama timnas inggris pada piala dunia qatar 2022 rashford bawa tampil eksplosif kembali ke mu olahraga adadikompas;0;0;;;;;;;;;;;;;;
4441;pep guardiola argentina layak juara piala dunia 2022 pepguardiola argentina pialadunia2022 worldcup2022 lewat holopis com;0;0;;;;;;;;;;;;;;
4442;potret parade juara piala dunia argentina yang ujung ricuh;-0,25;-1;;;;;;;;;;;;;;
4443;piala dunia sudah akhir saat kembali nggetih dukung emyu kakak perempuan;0;0;;;;;;;;;;;;;;
4444;samferkyfers10 siaranbolalive yakin perancis dalam 4 tahun yang lalu saja tim2 asia atau medioker lain sudah bisa imbang tim2 elit eropa di piala dunia tahun ini;-0,15625;-1;;;;;;;;;;;;;;
4445;messi juara piala dunia fifa nge troll cristiano ronaldo lalu hapus;0;0;;;;;;;;;;;;;;
4446;5 main liverpool yang banyak main di piala dunia 2022 liverpool pemainliverpool alissonbecker ibrahimakonate darwinunez jordanhenderson virgilvandijk pemainbola;0;0;;;;;;;;;;;;;;
4447;10 momen ibnu jamil nonton piala dunia di qatar bareng rian di masiv;0;0;;;;;;;;;;;;;;
4448;waduh lionel messi juara piala dunia 2022 fifa nge troll cristiano ronaldo kemudian hapus;0,1;1;;;;;;;;;;;;;;
4449;fachrianantyo informasi ronaldo7 cristiano time7 idextratime boro2 nyium piala dunia pernah ke final saja tidak pernah mentok2 semifinal;0;0;;;;;;;;;;;;;;
4450;masih euforia messi juara piala dunia ajak main mini soccer ramai yang mau tumben;0;0;;;;;;;;;;;;;;
4451;rahpequeno informasi ronaldo7 cristiano time7 idextratime seperti idola menang belum pernah cium trofi piala dunia;0,8;1;;;;;;;;;;;;;;
4452;emi martinez cara brutal kerja mbappe lagi lama piala dunia emimartinez;-0,4625;-1;;;;;;;;;;;;;;
4453;maroko finis di piala dunia 2022 dengan status peringkat empat ini adalah capai baik tim afrika panjang sejarah tidak heran ketika pulang mereka sambut bak pahlawan;-0,1;-1;;;;;;;;;;;;;;
4454;idextratime sudah piala dunia sudah selesai;0;0;;;;;;;;;;;;;;
4455;hasbil lbs lah kita ikut piala dunia saja gk bisa2 kakak;0;0;;;;;;;;;;;;;;
4456;zenrs 60 an tahun ga dapat piala dunia;0;0;;;;;;;;;;;;;;
4457;jadwal liga inggris spanyol prancis dan italia usai piala dunia 2022 bundesliga bulan lagi;0;0;;;;;;;;;;;;;;
4458;terka akhir kisah cristiano ronaldo depak manchester united dan kini redup usai piala dunia 2022;0,1;1;;;;;;;;;;;;;;
4459;maroko masuk semifinal mungkin tim afrika juara piala dunia 2026;0;0;;;;;;;;;;;;;;
4460;maroko masuk semifinal mungkin tim afrika juara piala dunia 2026;0;0;;;;;;;;;;;;;;
4461;dari 4 nama yang sukses tampil gemilang di piala dunia ikut turut sobat bein sports siapa yang bakal lanjut karier sama klub raksasa eropa dan tim mana yang bakal sukses dapat jasa beinfwc2022;0,48;1;;;;;;;;;;;;;;
4462;puji guardiola hadap hasil argentina di piala dunia 2022;0;0;;;;;;;;;;;;;;
4463;puji guardiola hadap hasil argentina di piala dunia 2022;0;0;;;;;;;;;;;;;;
4464;samping kontroversi piala dunia tahun ini masuk yang baik lah yee tidak buat nyawa hak tiap momen bisa banget nikmat kecuali kroasia lawan brazil;0,85;1;;;;;;;;;;;;;;
4465;harap buat secret number tahun 2023 moga debut jepang sukses comeback korea first win bisa konser keluar negeri selain indonesia tampil di acara mama dan undang buat opening closing piala dunia kamu 20 serta mv slam ledak 5ecretnumber;0,35;1;;;;;;;;;;;;;;
4466;ketidakjelasan satu tahun ini tolong messi juara piala dunia;0;0;;;;;;;;;;;;;;
4467;dengan atau tanpa trofi piala dunia messi tetap yang hebat;0,8;1;;;;;;;;;;;;;;
4468;ario arelio user083129040 idextratime asal tahu bang seluruh hape di stadion sudah di hack kata teman yang kerja jadi sukarelawan piala dunia kemarin betul temenku masih pakai nokia n70 jadi aman gak di hack;0,225;1;;;;;;;;;;;;;;
4469;rahpequeno cristiano time7 idextratime wajar sih itu di tweet belum selenggara piala dunia dan saya saat itu mana tahu kalau piala dunia kali ini yang buruk panjang masa karena dari awal argentina emang sudah disetting jadi juara tahu sendiri lah kampanye fifa buat bikin karir pessi jadi sempurna;0,35;1;;;;;;;;;;;;;;
4470;informasi ronaldo7 rahpequeno cristiano time7 idextratime piala haram bantu fifa coba kasih bukti mana argentina bantu fifa menang final saja dengan susah payah bahkan hampir di comeback kamu boleh bantu fifa euro lebih gede hypenya daripada piala dunia sampah dr sini saja udh bisa lihat kapasitas 0tak kamu yang bodoh;-0,125;-1;;;;;;;;;;;;;;
4471;konate dan lovren adalah dua main akhir yang kalah di final liga champions dan piala dunia di tahun yang sama dan mereka adalah main liverpool lovren 17 18 ucl lovren 18 19 ucl konate 21 22 ucl konate 22 23 ucl betakop1dekade;0,041666667;1;;;;;;;;;;;;;;
4472;labiebsadat cuma layak juara piala dunia;0,15;1;;;;;;;;;;;;;;
4473;epilog piala dunia 2022 lionel messi vs mbappe martinez si biang kerok lionelmessi;0;0;;;;;;;;;;;;;;
4474;halah piala dunia selesai event bola mcd juga selesai;0;0;;;;;;;;;;;;;;
4475;rahpequeno cristiano time7 idextratime banggain piala dunia hasil haram bantu fifa sedang apa lagipula euro lebih gede hype nya daripada piala dunia sampah ini lebih baik jadi juara euro dan ronaldo sudah laku itu penyepong pessi tahu nya cuma piala dunia sih padahal cara value euro lebih gede;0,26;1;;;;;;;;;;;;;;
4476;idextratime iya biasa lah itu bumbu2 dr piala dunia dari masa masa pasti ada intrik nya ada kisah;0,2;1;;;;;;;;;;;;;;
4477;box2boxbola andai maradona ada saat ini apa mungkin main argentina larang beri trofi kepada maradona andai messi cedera dan nama tidak masuk skuad apa iya messi tidak hak sentuh piala dunia jadi pantas ini laku dasar timbang moral;0,0625;1;;;;;;;;;;;;;;
4478;tiba ken nonton piala dunia di qatar yah sudah habis lagi piala dunia gak nyisain apa tu orang puter balik lagi saja apa saya yak mana jauh lagi kalau mau puter balik;0,2;1;;;;;;;;;;;;;;
4479;rizkyad84797608 faktasepakbola lah buffon tahun 2006 juara piala dunia lewat apa buffon sama casillas juara piala dunia cuma bobol 2 gol tapi ga ngeledekin lawan2 nya selebrasi iya selebrasi saja;0;0;;;;;;;;;;;;;;
4480;wynn 517 ngakakbingits azmeeex idextratime euro piala dunia sudah terima fakta saja dari penyepong cr padahal fakta ga kaya gitu;0;0;;;;;;;;;;;;;;
