"cleaned_tweet","polarity","sentimen"
"messinisme triwantororudi idextratime pernah denger nama michel platini ga spanyol juga pernah peringkat ke 4 di piala dunia 1950 bahkan juga spanyol lebih sering lolos ke piala dunia daripada portugal belum era cr gin amat penyepong messi tidak ada uang beda sama penyepong dodo","0.14","1"
"idextratime lagi bayangin bruno fernandez angkat tropy piala dunia 2026 dan ronaldo ikut nimbrung angkat tropy kayak aguero","0","0"
"pantas piala dunia 2022 bikin messi lebih baik dari ronaldo","0.5","1"
"main yang harga bisa roket telah piala dunia 2022 qatar google berita olahraga arenanews kamidi opsiminfo","0","0"
"darma p registaco ga berpengaruh buat dia wkwk dia tetep juara dunia emang kita juara aff saja ga pernah masuk piala asia saja baru lagi telah beberapa tahun absen","0","0"
"foto dua wanita ini jadi kontroversi karena tiba tiba buka baju di piala dunia 2022 qatar identitas dua ungkap ini sosok","0.275","1"
"jungkook bts masuk list top 10 orang yang paling banyak sebut lama piala dunia","0.5","1"
"perintah dan fifa pasti piala dunia kamu 20 jala sesuai standar kerja jokowi baik jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur","0","0"
"chef atau koki nusret gokce yang juluk salt bae banjir kecam karena ikut sentuh bahkan pegang trofi piala dunia 2022 milik argentina","0","0"
"paruh main utama manchester united ikut bela negara mereka di piala dunia worldcup manunited manunitedvsburnley","0.16666666666667","1"
"postingan instagram lionel messi juara piala dunia 2022 hasil pecah rekor bagai postingan instagram dengan jumlah likes banyak panjang sejarah","0.21428571428571","1"
"riah fifaworldcupqatar2022 telah usai dan tutup dengan megah pula arg jadi juara piala dunia kali ini tim yang bawa messi dan kawan-kawan ini hasil bawa piala ke negara mereka yang mana belum di bawa oleh france","-0.1","-1"
"main yang harga bisa roket telah piala dunia 2022 qatar google berita olahraga arenanews kamidi opsiminfo","0","0"
"curhatan messi usai juara piala dunia singgung final 2014 sampai maradona","-0.4","-1"
"tapi yang pasti ga gampang ngebalikin telapak tangan buat dapat trophy piala dunia ini bukti dari 4 edisi pildun belum messi selalu gagal buat bawa pulang trophy ini ke negara sampai akhir piala dunia 2022 qatar yang juga jadi piala dunia akhir doi","-0.23888888888889","-1"
"legenda lah albiceleste bongkar isi cakap singkat dengan lionel messi soal lanjut karier sang megabintang sama timnas argentina usai juara piala dunia 2022 messi pensiun atau lanjut hingga piala dunia 2026","0.066666666666667","1"
"legenda lah albiceleste bongkar isi cakap singkat dengan lionel messi soal lanjut karier sang megabintang sama timnas argentina usai juara piala dunia 2022 messi pensiun atau lanjut hingga piala dunia 2026","0.066666666666667","1"
"rencana indonesia jadi tuan rumah kompetisi sepak bola paling akbar khusus main usia di bawah 20 tahun atau kamu 20 pada 2023 terus siap atau piala dunia kamu 20 2023","0.5","1"
"mafiawasit jokowi lah indonesia wes bak utang mlebu piala dunia e oraaaa","0","0"
"lionel messi makin sah tetap bagai the greatest of all tim atau goat sebab akhir pekan lalu ia bawa argentina jadi juara di piala dunia 2022 lantas kalau mau endorse messi tarif berapa iya","0.5","1"
"lionel messi makin sah tetap bagai the greatest of all tim atau goat sebab akhir pekan lalu ia bawa argentina jadi juara di piala dunia 2022 lantas kalau mau endorse messi tarif berapa iya","0.5","1"
"daftar lengkap jumlah hadiah uang piala dunia 2022 mulai sang juara hingga tim lain","-0.0125","-1"
"china sponsor besar piala dunia argentina jadi target","0","0"
"ada tiga main yang jadi top scorer di kualifikasi piala dunia 2014 van persie belanda suarez uruguay dan mccaulay beliza","0.5","1"
"oke move on dari piala dunia sekarang saat kembali dukung chelsea sambil misah misuh tiap matchday","0.25","1"
"faktasepakbola padahal duluan mbappe yang megang piala dunia","0.25","1"
"gilangseva1 iamluci666 wafflerach idextratime wkwkwkw gmn iya bruno lihat emi martinez juara piala dunia","0","0"
"baru kali ini kayak peringkat 1 4 di piala dunia 2022 sambut riah di negara nya masing masing neng deh lihat","0.125","1"
"idextratime bayang tanding piala dunia yang baru saja kelar nyata cuma mimpi messi yang kena mugen tsukuyomi","0","0"
"kalah prancis dari argentina di final piala dunia 2022 buat lionel messi yang main di psg jadi bahan ledek","0","0"
"turut lapor dari football espana nicola otamendi kini kabar mulai lirik oleh banyak klub eropa usai bawa argentina juara piala dunia 2022 sama lionel messi","0.25","1"
"turut lapor dari football espana nicola otamendi kini kabar mulai lirik oleh banyak klub eropa usai bawa argentina juara piala dunia 2022 sama lionel messi","0.25","1"
"qatar habis rp3 142 triliun pada gelar piala dunia 2022 apakah untung","0","0"
"lionel messi dan rekan satu tim harus bawa ke helikopter untuk selesai raya sukses raih piala dunia 2022 telah gemar penuh jalan jalan kota","0.5","1"
"simonlonglive oh maskot piala dunia jurig","0","0"
"parade juara piala dunia 2022 timnas argentina di buenos aires harus selesai lebih cepat telah beberapa gemar lompat ke bus atap buka milik timnas argentina","-0.25","-1"
"banyak apa utang negara kamu rakyat tidak akan peduli asal negara kamu bisa juara piala dunia sebagai informasi saja pak jokowi sekaligus ingat kata kata pertama saat lantik menpora adalah sepakbolanya pak","0.35","1"
"kata2 piala dunia semua","0","0"
"sher locked7 ahmadfaisal 12 lbshanafi registaco nah selagi ada sempat mungkin walaupun lama helat piala dunia 2022 di qatar cara performa theo dan giroud jauh lebih baik dari lautaro","0.225","1"
"pawai juara piala dunia argentina tuai petaka hingga suporter argentina kabar bentrok dengan tugas aman","0.125","1"
"faktasepakbola piala dunia paling jujur juara juga berkah","0.55","1"
"angel di maria jadi salah satu aktor menang argentina di final piala dunia 2022 ada cerita di balik air mata yang tumpah juaraboladunia","0.033333333333333","1"
"magnolia vg lopyu333 kegblgnunfaedh gavi ikut piala dunia tarik suruh pulang bastoni karena gak ikut","0","0"
"jllmisai kenapa bukan argentina no 1 bukan dh menang ke piala dunia","0.3","1"
"dia boleh saja oleh trofi piala dunia sama argentina tapi dengan attitude nya kayak tidak akan ada klub besar yang mau ambil emiliano martinez paling mentok aston villa lalu lupa sejarah tiup angin senja","0.23333333333333","1"
"tanpa bantu buzzer garut mampu antar tim bola terkam desa maroko maju ke 1 4 final piala dunia 2022 qatar peesesi mesti bangga","0.43333333333333","1"
"lionel messi di musim 2022 23 jauh ini 29 match 24 gol a 18 assist piala dunia french super cup main baik piala dunia andai jika ada ronaldo main dengan tim hebat seperti messi ronaldo deh cetak 100g a dan dapat 50 ballondor sekarang ini","0.45833333333333","1"
"emiliano martinez gendong bayi muka kylian mbappe lama parade menang piala dunia 2022 aksi sebut tuai kecam dari netizen dunia","0.1125","1"
"status juara piala dunia 2022 nyata begini kondisi ekonomi argentina tidak sangka","0.2","1"
"usai jadi dj saat malam final piala dunia dinar candy mengaku lemes","0.025","1"
"di final itu doi gagal penalti trus ngumumin pensiun dari timnas habis itu piala dunia 2018 rusia gagal lagi di 16 besar kalah lawan prancis trus lanjut kalah lagi di semifinal copa america 2019 lawan brazil sampai akhir yang ditunggu2 piala major pertama messi buat argentina","-0.11458333333333","-1"
"bukan messi ini main mahal di piala dunia 2022","-0.5","-1"
"kaya melintir ini total kaya lionel messi usai juara piala dunia qatar 2022","0.1875","1"
"juara piala dunia 2022 romansa lionel messi dan bangga argentina","0.8","1"
"foto messi yang angkat trofi piala dunia 2022 resmi pecah rekor dunia likes di instagram dan kalah foto telur yang viral gin total likesnya","-0.15","-1"
"piala dunia deh selesai lur mari kembali dukung tim papan tengah epl sayang kita semua kickoff 22 des 03 00 wib sakalian tahajud tah","0","0"
"kalau saya pikir pikir emil martinez cuma layak juara piala dunia tapi gak layak dapat gloves awards fifa world cup 2022 imo lebih layak yasin bono atau dominik livakovic yang dapat individual awards gengsi bagi kiper di world cup sebut","0.25","1"
"jadwal tanding english fa cup spain cup kamis dini hari 22 desember 2022 enterslots enterbola sportbook fifaworldcup idnlive parlay parlayjitu pialadunia sepakbola pestabola mixparlay","0.066666666666667","1"
"siaranbolalive kalau indonesia lolos kualifikasi piala dunia mungkin bulan semua libur","0","0"
"di tv one juara piala dunia kemarin juga bukan argentina","0","0"
"chocozyyy valencity iyaa wkwk yang pas final piala dunia 3 gol dari dia semua dan pinalti dia juga yang memberikan gol","0","0"
"piala dunia qatar perancis fail adu main jadi mangsa isu kaum stadium astro","-0.33333333333333","-1"
"skuad bola sepak maghribi sambut bagai wira baik jejak kaki ke tanahair lepas tamat tempat empat pada kempen piala dunia 2022 di qatar","0.7","1"
"nonton bareng seru final fifa world cup 2022 argentina vs perancis yang tidak nonton piala dunia cek dong","0","0"
"sudah ngikutin messi dari sktr tahun 2010 pas pep ngelatih barca trus ikut nyesek pas kalah di final piala dunia 2014 lwan jerman padahal tinggal selang lagi buat angkat piala tapi iya emang masih bukan rezeki tidak lama habis itu kalah lagi di final copa america tahun 2016","-0.0125","-1"
"masuk messi dan mbappe starting xi main baik piala dunia 2022","0","0"
"kyshrro shizutzyy faktasepakbola salah cari lawan psywar cetak gol pinalti banyak piala dunia 2022 kasihan asle lihat dibales gitu sok sok","-0.15","-1"
"chocozyyy dia main sepak bola klub nama psg paris saint germain kemarin main di piala dunia anggota tim france","0","0"
"messi tidur bawa trofi piala dunia komentar istri kejut","0","0"
"tahu messi dari tahun 2010an seperti nya terus kemarin piala dunia akhir dia seperti aku bangga bgttttt","0.4","1"
"deret mobil mewah mbappe sang top skor piala dunia 2022","0.5","1"
"jadwal tanding bri liga i indonesia 2022 2023 rabu 21 desember 2022 parlayjitu pialadunia sepakbola pestabola mixparlay tembusparlay hdp handicap pasaranbola viral jadwalpertandingan 8besar","0","0"
"erick thohir temu presiden fifa gianni infantino ada apa olahraga sepakbola bumn erickthohir pialadunia beritabolaterbru","0.25","1"
"id albiceleste saya mah bodo amat mau orang bilang apa juga yang penting juara piala dunia hahaah vamos argentina","0.26666666666667","1"
"perintah dan fifa pasti piala dunia kamu 20 jala sesuai standar jokowi tetap keren jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi","0.175","1"
"goal id mau sampai piala dunia ke 7 juga pasti di bolehin sama orang se argentina","0","0"
"masuk messi para main dengan toreh assist banyak di piala dunia 2022","0.5","1"
"efek nonton piala dunia kemarin fyp isi sepakbola semua","0","0"
"retweet informasi viral stadion piala dunia qatar 2022 yang buat dari bahan bekas","0","0"
"empat klub besar rebut top skor piala dunia 2022 galerisepakbola pialadunia2022 gokilnobar gokilnobartv mbappe mbappe kylianmbappe kylian mbappe kylianmbappe pialadunia2022 fifaworldcupqatar2022 fifa2022 fifaworldcup2022","0.25","1"
"mungkin impak jepun di piala dunia 2002","0","0"
"aku pelik kenapa tetiba ada naik nama ydpa rupa sebab mat salleh ini tweet soal kenapa salt bae benar pegang piala bola sepak dunia sedang atur jelas nyata hanya menang dan main pasu sebut sahaja hak pegang piala sebut","-0.066666666666667","-1"
"aksi mulia hakim ziyech sumbang gaji ke fakir miskin saat bela maroko di piala dunia 2022","0.1","1"
"piala dunia kembali gelar pada 2026 ini alas kenapa ada 4 tahun sekali surabaya ajang gengsi piala dunia 2022 telah akhir dan lahir argentina ragam argentina fifa pialadunia via beritajatimcom","0","0"
"produk es krim ini kagum gigih messi dan mbappe di piala dunia sariagri tani","0","0"
"ada suporter yang sampai laku jalan lebih dari 150 kilometer untuk hari sejarah ini dan demi raya kisah indah maroko di piala dunia","0.45","1"
"piala dunia qatar hantar jaya lionel messi tinggi di instagram stadium astro","0.16","1"
"fairuz azamie registaco iya gapernah soal gapernah juara piala dunia wkwkw","0","0"
"update ranking fifa kelar final piala dunia 2022 argentina lesat ke posisi 2 segera geser brasil","0","0"
"idextratime piala dunia 2026 portugal siap atau ga siap harus hilang ronaldo piala eropa 2024 mungkin kita masih bisa lihat ronaldo pimpin portugal di sana","0.033333333333333","1"
"idextratime apalagi ronaldo iya kalau juara piala dunia","0","0"
"jadi juara piala dunia 2022 timnas argentina bawa pulang hadiah rp 655 miliar","0","0"
"muncul gosip dekat antara kim go eun dan kapten timnas korsel saat piala dunia 2022 son heung min dua gosip pacar benar","0.28571428571429","1"
"kolaborasi untuk lompat yang lebih tinggi jangan pernah berkompeptisi karena piala dunia 2022 sudah ada juara er coffee ude kupi","0.25","1"
"beda juang ego maradona dan lionel messi bawa argentina juara piala dunia lewat youtube","0","0"
"bhsukan dia kata jika saya muncul juara dunia saya akan terus sarung jersi argentina hingga piala dunia ikut pialadunia2022 qatar2022 worldcup2022 fifa2022","-0.5","-1"
"juta minat sambut pulang juara piala dunia","0","0"
"di rabat ibukota maroko timnas maroko juga sambut riah telah pulang mereka dari qatar hakim cs sambut langsung raja mohammed vi serta para dukung di jalan telah sukses cipta sejarah di piala dunia 2022 beinfwc2022","0.775","1"
"masuk main maroko para main yang dapat kartu merah di piala dunia 2022","0","0"
"zenrs dari piala dunia 1930 di montevideo timnas mereka memang sudah jadi antagonis","0","0"
"mianakalxixixi bon kamu mau ikut tim piala dunia juga kah","0","0"
"biasa nnton piala dunia skrng nnton nya aff","0.15","1"
"mauuu messi punya piala dunia 2000 pun idola saya tetep cr7 cristiano ronaldo","0","0"
"seperti ini alun alun di buenos aires telah argentina menang piala dunia turut lapor media sekitar 4 juta orang keluar untuk raya","0","0"
"tidak punya alam latih lionel scaloni tidak sengaja tunjuk bagai manajer tim nasional argentina bangun tim dengan lionel messi bagai titik sentral sampai raih trofi piala dunia 2022 korantempo","0.4","1"
"garagarabola pantes gak main di piala dunia","0","0"
"saya ngakakkk wkwkw ini statistik jadi pengaruh grgr piala dunia segala ada mbappe loll","0","0"
"bisht jubah messi belum angkat trofi piala dunia pialadunia messi argentina bisht","0","0"
"4 potret wags di final piala dunia 2022 ada antonela roccuzzo hingga erika choperena celebritiesdotid infocelebterkini","0","0"
"minggu kemarin itu argentina juara piala dunia yang ke kantor dan kerja pasti pada ngantuk iya tapi ngomong2 ada tidak di negara lain menteri yang hampir dua minggu minggu lebih ninggalin kerja demi nonton bola nah kalau di negara lain gak ada di indonesia ada lho","-0.05","-1"
"messi juara piala dunia tapi ga pernah sholat","0","0"
"kalau arab saudi kemarin dedikasi satu hari bagai hari libur nasional telah kalah argentina kali ini argentina dedikasi satu hari bagai raya menang mereka di piala dunia 2022 sedikit balas dendam iya hehehe argentina messi worldcup","0.05625","1"
"dia di piala dunia dukung siape sih masih marah marah bae saya yang dukung prancis yang kalah saja ga gin anjing butthurt banget relax bray relaaaaaxxxxxxx","-0.15","-1"
"idextratime lagi bayangin bruno fernandez angkat tropy piala dunia 2026 dan ronaldo ikut nimbrung kayak aguero","0","0"
"karena ga bisa ke qatar jadi kita nonton vlog orang yang jalan jalan pas piala dunia kemarin saja tarik","0","0"
"cheekybobii hhoppipollaa bernardeschi juara piala dunia 2026 yaqin","0","0"
"masuk messi para cetak gol tua di piala dunia 2022","0.1","1"
"wasit indonesia wasit piala dunia emang wasit indonesia luar biasa salut","0","0"
"messi jadi main baik piala dunia 2022 aguero menang taruh rp132 juta","0","0"
"amarigrisa28 idextratime sejak kapan piala dunia tahun sekali","0","0"
"parade menang argentina di piala dunia 2022 akhir chaos","0.125","1"
"parade menang argentina di piala dunia 2022 akhir chaos","0.125","1"
"prediksi skor manchester united vs burnley carabao cup 2022 laga pertama mu telah piala dunia qatar 2022","0","0"
"foto messi pegang trofi piala dunia pecah rekor like banyak panjang sejarah instagram","-0.16666666666667","-1"
"jalan maroko di piala dunia 2022 buah kilas balik adab andalusia tempo dulu oleh ini amul qohar lengkap","-0.075","-1"
"qatar telah tunjuk islam yang ramah lewat piala dunia sama seperti mayoritas muslim di indonesia tapi masih ada gelintir orang yang tunjuk balik","0.1875","1"
"jalan maroko di piala dunia 2022 buah kilas balik adab andalusia tempo dulu oleh ini amul qohar lengkap","-0.075","-1"
"hadiah juara piala dunia 2022 paling lumayan luar biasa","0.41666666666667","1"
"sebenernya apa faedah mereka posting juara piala dunia pakai logo partai dan bakal calon bla bla bla","0","0"
"fifa akan gelar piala dunia antarklub mulai 2025","0","0"
"jorginho aku tidak peduli dengan piala dunia 2022","0","0"
"dan dia yang megang trofi piala dunia","0","0"
"nusret gokce a ke a salt bae dapat kecam dari cinta sepak bola akibat ulah pegang trofi piala dunia yang anggap sakral padahal sudah ada atur bahwa yang hak untuk sentuh dan pegang trofi sebut hanya orang orang pilih hmm fifaworldcup","0.16517857142857","1"
"tanyarlfes gara2 pas piala dunia lalu ini makanya jadi sering ngetweet arg fifaworldcup","0","0"
"espnfc beres piala dunia balik lagi ke realita cuma kiper aston villa","0","0"
"jiah ini mah karena bulan kemarin heboh piala dunia hahahha","0.1875","1"
"gemes banget dia adalah nyanyi yang sama waktu perform opening piala dunia bisa gitu sii kook kangen update yuk","0.1875","1"
"kini prestasi tambah lagi telah ia jadi salah satu asisten latih lionel scaloni dengan bawa timnas argentina juara piala dunia samuel tunjuk jadi asisten latih pada 24 agustus 2018","0","0"
"piala dunia 2022 tim tango juara lionel messi jadi nama jalan di argentina","0","0"
"highlights kualifikasi piala dunia 2018 qatar 3 4 colombia","0","0"
"lihat alas mengapa trofi piala dunia sepak bola tidak boleh bawa pulang dan simpan juara","-0.4","-1"
"messi sebut trofi piala dunia 2022 juga milik maradona yang dukung dari langit argentina pialadunia2022 fifaworldcup qatar2022","0","0"
"masuk benzema para main yang umum pensiun dari timnas usai gagal di piala dunia 2022","-0.066666666666667","-1"
"oktarianita deh di bilang jangan taruh piala dunia masih juga kan boros kan","0.28571428571429","1"
"agam fitur unggul canon eos r6 bantu untuk rekam foto foto tarik dari luar tanding lama piala dunia 2022 gawai adadikompas","0.26666666666667","1"
"g dawg46 faktasepakbola main apalagi kiper cuma lulus piala dunia doang itu gak jamin skill dan untung akan lanjut di level klub emi ochoa","0.2","1"
"nikmat menang lionel messi pamer tidur bareng trofi piala dunia 2022","0.5","1"
"raya menang argentina di piala dunia 2022 hadir 5 juta orang elon musk ikut komentar","0","0"
"g dawg46 faktasepakbola messi di samping kok gak mau negur kiper paling sombong di piala dunia 2022 ini martinez ini cuma the right man in the right place doang skill gak gg dan sejarah individu yang kagum gak ada selain pernah jadi kiper arsenal kasihan sih","0.26785714285714","1"
"the redsindo lebih sulit daripada piala dunia karena indonesia belum pernah juara di turnamen ini","0","0"
"mbappe baru usia 24 tahun sudah ada piala dunia dalam tangan dan akan balik ke psg serta ada dalam champions league sementara itu martinez kembali ke aston villa yang belum tentu dapat apa apa piala","0.033333333333333","1"
"faktasepakbola padahal mbape udh punya piala dunia","0","0"
"ratus koleksi baik itu bebatuan hingga mineral simpan rapi di dalam museum geologi bandung satu yang tarik adalah batu malakit yang jadi batu hias pada trofi piala dunia via detik jabar","0","0"
"rombak speedy tigers belum ke piala dunia 2023 stadium astro","0","0"
"daftar main yang main akhir untuk akhir kali di piala dunia qatar","0","0"
"kuahmiesedap messinisti chemat 1st iyabgiya cacaica72407826 updatebolabola minimal sering masuk piala asia sama masuk olimpiade dulu sih baru telah itu mikir piala dunia","-0.016666666666667","-1"
"masih baca buku yang sama esai ini tulis di tahun 2004 dan jadi sekarang banyak kejut jadi di piala dunia kali ini","0.25","1"
"belum jadi latih scaloni rupa pesepakbola yang posisi bagai bek sayap dia pernah main di west ham united lazio real mallorca dan pensiun pada 2015 di atalanta scaloni sendiri juga rupa rekan tim lionel messi bagai main di piala dunia 2006","0.1","1"
"foto dua wanita ini jadi kontroversi karena tiba tiba buka baju di piala dunia 2022 qatar identitas dua ungkap ini sosok","0.275","1"
"mundirlm ada akibat ada sebab coba om kroscek lagi omong mbappe bulan belum piala dunia tentang sepak bola amerika latin","0","0"
"1 lionel scaloni lionel scaloni jadi kepala latih muda di qatar dengan usia 44 tahun ia juga jadi latih muda dua yang juara piala dunia telah latih argentina lain cesar luis menotti saat piala dunia 1978 dengan usia 39 tahun","0.1","1"
"di balik sukses argentina juara piala dunia qatar 2022 ada jajar tim latih lah albiceleste yang kerja luar biasa untuk bimbing serta latih lionel messi cs dari legenda timnas hingga orang giat blog yang jadi video analis buah utas","0.025","1"
"sempat umum bahwa piala dunia 2022 akan jadi tampil akhir namun kini lionel messi pasti tidak akan gantung sepatu di level internasional pasca argentina hasil keluar bagai juara piala dunia 2022 bolaskorcom argentina messi qatar2022 pialadunia","-0.075","-1"
"main yang harga roket telah piala dunia 2022 qatar pialadunia2022 bursatranfer","0","0"
"masuk martinez para bintang premier league yang angkat trofi piala dunia 2022","0","0"
"jubah messi dan sebut sheikh saat terima trofi piala dunia 2022 apa makna","0","0"
"argentina juara piala dunia pemuda asal mesir tinggal","0","0"
"wakil presiden kiyai marufamin pandang timnas indonesia harus contoh maroko yang sukses hingga semifinal piala dunia 2022 turut ma ruf amin maroko telah bukti bahwa tim yang tidak hitung dapat tembus babak semifinal piala dunia","0.75","1"
"faktasepakbola lebih menyebalkan mbappe tidak sih seblum piala dunia bilang tim dari amerika nga se level wajar sih jadi musuh tim asal lantin kalau brasil uruguay meksiko juara juga bakal banyak yang ledek","0.04375","1"
"kisah dua bisht pada final piala dunia 2022","0","0"
"kejut maroko di piala dunia 2022 dan fakta jadi juara di bidang energi baru","0.13636363636364","1"
"raya juara piala dunia 2022 di argentina chaos sampai timbul korban jiwa","0","0"
"kakanwil kemenkumham sumsel harun sulianto apresiasi lembaga pemasyarakatan palembang gelar acara nonton bareng piala dunia 2022 yang hadir oleh jabat struktural jajar pegawai lembaga pemasyarakatan lembaga pemasyarakatan kelas i palembang kemenkumham ri kumhamsumsel harun sulianto kumhamsumsel harunsulianto","0","0"
"kisah dua bisht pada final piala dunia 2022","0","0"
"meme kocak netizen terka saat messi dan mbappe kembali temu di psg emtekworldcup2022 bolanetworldcup2022 pialadunia pialadunia2022","0.5","1"
"messi unggah foto instagram bangun bagai menang piala dunia 2022","0.5","1"
"cetak rekor baru foto messi angkat trofi piala dunia raih like banyak di ig","0.31818181818182","1"
"tips orang coach robert cipta pesepabola yang hebat sepakbola pialadunia rahasia tips bukubiografi bukuolahraga fyp viral rosda61","0.2","1"
"argentina pasca piala dunia be like hajat argentinacampeondelmundo pialadunia2022 worldcup","0","0"
"samsulch1 idextratime waktu aff 2010 pasca piala dunia 2010 tetep bisa nikmat ko krna jeda lumayan jauh 6 bulan wc 2010 juni aff desember mungkin krna waktu terlalu dekat saja jadi euphoria pildun nya masih rasa pildun belum minggu beres langsung nonton aff jadi iya downgrade","0.3","1"
"timnas argentina gelar parade menang piala dunia 2022 di buenos aires argentina pada selasa 20 12 warga tumpah ruah di jalan sambut pulang lionel messi cs","0.275","1"
"apa yang laku lionel messi usai argentina juara piala dunia 2022 dia tidur dengan trofi","0","0"
"mantriss piala dunia sudah bawa ke indonesia pak","0","0"
"ada banyak ajar penting dalam hasil argentina tang piala dunia qatar 2022 apa saja headline","0.45","1"
"kaikifka ah sakit hati yaaa aduhh poto profile kamu orang gak ngapa2in di piala dunia wkwk","0","0"
"indihomecare apa operator dan sistim nya rusak dampak dari piala dunia qatar","0","0"
"laku jengkel salt bae pada raya argentina jadi juara piala dunia 2022 cium trofi dan ganggu lionel messi","0","0"
"dapat 7 main acmilan yang tampil di piala dunia 2022 di qatar kemarin dari tujuh main sebut giroud dan theo cukup sorot perhati karena tampil di final dua tampil di 6 dari 7 laga sama prancis dan cetak total 5 gol dan 2 umpan gol cmid","0","0"
"loh piala dunia wes final ta","0","0"
"serang tottenham hotspur richarlison akan jalan pindai mri telah alami cedera hamstring saat brasil kalah di empat final piala dunia 2022","0.8","1"
"foto pesepakbola lionel messi angkat trofi piala dunia 2022 resmi pecah rekor dunia likes di instagram messi kalah foto telur yang viral","0","0"
"derita argentina padan dengan menang piala dunia kata fans","0","0"
"messi tidur bawa trofi piala dunia komentar istri kejut messi messi fifaworldcup","0","0"
"primarom seriea lawas hasil italia telah juara piala dunia 2006 2010 babak 1 2014 babak 1 2018 dnq 2022 dnq dnq did not qualify","-0.13333333333333","-1"
"mafiawasit argentina semat bintang warna emas di atas logo afa karena juara piala dunia kalau indonesia juara aff boleh semat bintang warna besi teyengen atas logo pssi ga mbah","0","0"
"gila habis 6 main dengan passing paling progresif dalam piala dunia 2022","-0.05","-1"
"kunci jangan cuma lihat performa di piala dunia doang lihat performa di klub juga contoh enzo fernandez dia bukan main yang tiba2 main jago di piala dunia di benfica main sudah bagus jadi mungkin gak akan flop","0.21666666666667","1"
"emiliano martinez gendong boneka kylian mbappe pada saat parade juara piala dunia 2022 beritabola prediksibola daftartaruhanku skorbola bandarbolaterpercaya pialadunia2022 jendelatransfer sbobet situsbolaterpercaya kabarbola","-0.25","-1"
"lionel messi sukses pecah rekor instagram foto diri angkat trofi piala dunia 2022 jadi foto dengan likes banyak di platform sebut","0.625","1"
"pacar cristiano ronaldo georgina rodriguez ledek usai messi dan argentina juara piala dunia 2022 namun ia tidak raya","0","0"
"sekitar empat juta atau lima juta fans argentina tumpah ruah penuh jalan buenos aires dalam parade juara piala dunia saking padat para main pun harus angkut pergi guna helikopter","0.05","1"
"piala dunia 2022 qatar baru saja usai tapi saya bahkan bangga sama sepakbola di wakandasia yang presiden kacung naga kenapa sebab ada jadi supporter mati sampai ratus orang tapi urus bahkan nabur bunga di korea selatan","0.8","1"
"dinar candy lemas saat nge dj di malam piala dunia netizen curiga ini","-0.2","-1"
"postingan instagram lionel messi angkat trofi piala dunia jadi postingan instagram dengan jumlah like banyak di dunia c fata media arg fra argentina france messi mbappe finalworldcup2022","0.21428571428571","1"
"sally foto sama messiii keren banget messi tim bikin deg degan seru banget dan akhir tim argentina bawa pulang piala dunia aaaaaa keren polll kalau kalian dari awal dukung tim manaa pialadunia2022 messi argentina goat messiday","0.36333333333333","1"
"idextratime cetak gol prancis pada final piala dunia 1998 yaitu zinedine yazid zidane 2 gol emmanuel laurent petit 1 gol yuk join kuis teman-teman yeayy dickykurnia26 dzata14 dody roy24 pildunbarengioh moga kita untung indosat idextratime","0.13333333333333","1"
"mupelawakmerah gooners report diarioas kamu nonton bola cuma pas piala dunia saja kali yak kamu gak lihat emisi di aston villa kayak apa biasa saja tuh kiper kalau tuk turnamen emang boleh lah","0.25","1"
"enam calon bintang jebol piala dunia 2022 qatar alexismacallister azzedineounahi codygakpo enzofernandez","-0.4","-1"
"zenrs pernah baca yang di final piala dunia antar klub pun begitu yah lupa klub apa main kasar lah intina","-0.05","-1"
"piala dunia selesai mari balik baca buku lagi buku","0","0"
"masih seru piala dunia 2002 mas he","0.3","1"
"cerita jorginho nonton piala dunia 2022 awal sakit hati akhir takjub","0.1","1"
"foto messi pegang trofi piala dunia keren juga buat cover ea sports fc musim depan","0.175","1"
"cetak gol prancis pada final piala dunia 1998 yaitu zinedine yazid zidane 2 gol emmanuel laurent petit 1 gol yuk join kuis teman-teman yeayy dickykurnia26 dzata14 dody roy24 pildunbarengioh moga kita untung indosat idextratime","0","0"
"caraxess lah kita kalau juara 4 piala dunia juga bakal kaya gitu kok umpama","0","0"
"agatadiguna sbyfess koyoke nek kisah cinta aneh aneh onok piala dunia antar base fess sbyfess wis oleh bolak balik","-0.0875","-1"
"tahu manfaat bahagia bagi tubuh dan otak kita tentu motivasi untuk milik rasa bahagia seperti rasa rakyat argentina gembira karena memang piala dunia kemarin tetap semangat kita semua bisa bahagia dengan cara kita masing2","0.6","1"
"pesepakbola prancis jadi sasar leceh ras benci telah kalah final piala dunia fifa","0","0"
"bukan hanya tim sepak bola jago lama piala dunia qatar 2022 mobil mobil toyota ini juga jadi jago para sobat setiajaya komen di bawah mana mobil toyota jago kamu sobatsetiaperjalananmu setiajayatoyota","0.375","1"
"faktasepakbola bentuk kesal nya karena gawang jebol mbappe 4 kali di final piala dunia mau balas mbappe di lapang gak bisa jadi balas waktu selebrasi saja martinez kadang kadang martinez","-0.26666666666667","-1"
